CIN,COUT,FLOPS,PARAMS,LATENCY,model_path
3978,4093,16.2840005,32.568001,2.41561,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_38T2AW.tflite
4066,4026,16.371729,32.743458,2.43161,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_Q7QG00.tflite
4076,4045,16.4894425,32.978885,2.42165,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_1ETKWJ.tflite
4079,4077,16.6321215,33.264243,2.47566,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HEYRLP.tflite
4167,4019,16.7491825,33.498365,2.4712199999999998,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_CVQ1Z7.tflite
4131,4088,16.889572,33.779144,2.56072,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_QVZPAS.tflite
24766,1014,25.113231,50.226462,3.8159,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_OTPBNL.tflite
24596,1022,25.137623,50.275246,3.77414,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_AHQQ4H.tflite
24560,1049,25.7639645,51.527929,3.9932800000000004,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_WF9ZUG.tflite
24753,1067,26.4119845,52.823969,4.05542,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_010DWV.tflite
9403,4065,38.2252275,76.450455,5.9909300000000005,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_6G186D.tflite
9672,4049,39.1639525,78.327905,6.031680000000001,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_1H5KYE.tflite
24992,4072,101.76946,203.53892,15.3566,LitePred/outputs/pixel9_tflite_cpu_20260608_194312/kernels/fc/fc_prior_HIRWT8.tflite
